"E-Field:0","E-Field:1","E-Field:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.8591e-10,0,7.1967e-11,1,0.25882,0.1854,0.073418,0.01
1.8233e-10,0,7.1074e-11,1,0.25919,0.1854,0.073789,0.01
1.7875e-10,0,7.018e-11,1,0.25956,0.1854,0.07416,0.01
1.7516e-10,0,6.9287e-11,1,0.25993,0.1854,0.074531,0.01
1.7158e-10,0,6.8393e-11,1,0.2603,0.1854,0.074902,0.01
1.6799e-10,0,6.75e-11,1,0.26067,0.1854,0.075272,0.01
1.6441e-10,0,6.6606e-11,1,0.26104,0.1854,0.075643,0.01
1.6083e-10,0,6.5712e-11,1,0.26141,0.1854,0.076014,0.01
1.573e-10,0,6.4874e-11,1,0.26178,0.1854,0.076385,0.01
1.5379e-10,0,6.4046e-11,1,0.26216,0.1854,0.076756,0.01
1.504e-10,0,6.3287e-11,1,0.26253,0.1854,0.077126,0.01
1.4701e-10,0,6.2529e-11,1,0.2629,0.1854,0.077497,0.01
1.4362e-10,0,6.177e-11,1,0.26327,0.1854,0.077868,0.01
1.4023e-10,0,6.1011e-11,1,0.26364,0.1854,0.078239,0.01
1.3684e-10,0,6.0253e-11,1,0.26401,0.1854,0.07861,0.01
1.3345e-10,0,5.9494e-11,1,0.26438,0.1854,0.07898,0.01
1.3006e-10,0,5.8735e-11,1,0.26475,0.1854,0.079351,0.01
1.2667e-10,0,5.7977e-11,1,0.26512,0.1854,0.079722,0.01
1.2328e-10,0,5.7218e-11,1,0.26549,0.1854,0.080093,0.01
1.1989e-10,0,5.6459e-11,1,0.26586,0.1854,0.080464,0.01
1.165e-10,0,5.57e-11,1,0.26623,0.1854,0.080834,0.01
1.1311e-10,0,5.4942e-11,1,0.26661,0.1854,0.081205,0.01
1.0994e-10,0,5.4247e-11,1,0.26698,0.1854,0.081576,0.01
1.0703e-10,0,5.3626e-11,1,0.26735,0.1854,0.081947,0.01
1.0412e-10,0,5.3004e-11,1,0.26772,0.1854,0.082318,0.01
1.0121e-10,0,5.2383e-11,1,0.26809,0.1854,0.082688,0.01
9.8297e-11,0,5.1762e-11,1,0.26846,0.1854,0.083059,0.01
9.5387e-11,0,5.1141e-11,1,0.26883,0.1854,0.08343,0.01
9.2477e-11,0,5.0519e-11,1,0.2692,0.1854,0.083801,0.01
8.9566e-11,0,4.9898e-11,1,0.26957,0.1854,0.084172,0.01
8.6656e-11,0,4.9277e-11,1,0.26994,0.1854,0.084542,0.01
8.3746e-11,0,4.8655e-11,1,0.27031,0.1854,0.084913,0.01
8.0836e-11,0,4.8034e-11,1,0.27068,0.1854,0.085284,0.01
7.7925e-11,0,4.7413e-11,1,0.27105,0.1854,0.085655,0.01
7.5015e-11,0,4.6791e-11,1,0.27143,0.1854,0.086026,0.01
7.2853e-11,0,4.6273e-11,1,0.2718,0.1854,0.086396,0.01
7.0773e-11,0,4.5765e-11,1,0.27217,0.1854,0.086767,0.01
6.8692e-11,0,4.5258e-11,1,0.27254,0.1854,0.087138,0.01
6.6611e-11,0,4.4751e-11,1,0.27291,0.1854,0.087509,0.01
6.453e-11,0,4.4243e-11,1,0.27328,0.1854,0.08788,0.01
6.2924e-11,0,4.3775e-11,1,0.27365,0.1854,0.08825,0.01
6.1777e-11,0,4.3345e-11,1,0.27402,0.1854,0.088621,0.01
6.0629e-11,0,4.2915e-11,1,0.27439,0.1854,0.088992,0.01
5.9481e-11,0,4.2486e-11,1,0.27476,0.1854,0.089363,0.01
5.8333e-11,0,4.2056e-11,1,0.27513,0.1854,0.089734,0.01
5.7837e-11,0,4.1676e-11,1,0.2755,0.1854,0.090104,0.01
5.9001e-11,0,4.1424e-11,1,0.27588,0.1854,0.090475,0.01
6.0165e-11,0,4.1172e-11,1,0.27625,0.1854,0.090846,0.01
6.1329e-11,0,4.092e-11,1,0.27662,0.1854,0.091217,0.01
6.2493e-11,0,4.0668e-11,1,0.27699,0.1854,0.091588,0.01
6.3657e-11,0,4.0415e-11,1,0.27736,0.1854,0.091958,0.01
6.4821e-11,0,4.0163e-11,1,0.27773,0.1854,0.092329,0.01
6.5985e-11,0,3.9911e-11,1,0.2781,0.1854,0.0927,0.01
6.715e-11,0,3.9659e-11,1,0.27847,0.1854,0.093071,0.01
6.8314e-11,0,3.9407e-11,1,0.27884,0.1854,0.093442,0.01
6.9478e-11,0,3.9155e-11,1,0.27921,0.1854,0.093812,0.01
7.0642e-11,0,3.8903e-11,1,0.27958,0.1854,0.094183,0.01
7.1806e-11,0,3.8651e-11,1,0.27995,0.1854,0.094554,0.01
7.297e-11,0,3.8399e-11,1,0.28032,0.1854,0.094925,0.01
7.4134e-11,0,3.8146e-11,1,0.2807,0.1854,0.095296,0.01
7.5298e-11,0,3.7894e-11,1,0.28107,0.1854,0.095666,0.01
7.6821e-11,0,3.77e-11,1,0.28144,0.1854,0.096037,0.01
7.9767e-11,0,3.7736e-11,1,0.28181,0.1854,0.096408,0.01
8.2712e-11,0,3.7771e-11,1,0.28218,0.1854,0.096779,0.01
8.5657e-11,0,3.7807e-11,1,0.28255,0.1854,0.09715,0.01
8.8602e-11,0,3.7842e-11,1,0.28292,0.1854,0.09752,0.01
9.1547e-11,0,3.7878e-11,1,0.28329,0.1854,0.097891,0.01
9.4492e-11,0,3.7914e-11,1,0.28366,0.1854,0.098262,0.01
9.7437e-11,0,3.7949e-11,1,0.28403,0.1854,0.098633,0.01
1.0038e-10,0,3.7985e-11,1,0.2844,0.1854,0.099004,0.01
1.0333e-10,0,3.802e-11,1,0.28477,0.1854,0.099374,0.01
1.0627e-10,0,3.8056e-11,1,0.28515,0.1854,0.099745,0.01
1.0922e-10,0,3.8091e-11,1,0.28552,0.1854,0.10012,0.01
1.1216e-10,0,3.8127e-11,1,0.28589,0.1854,0.10049,0.01
1.1511e-10,0,3.8163e-11,1,0.28626,0.1854,0.10086,0.01
1.1805e-10,0,3.8198e-11,1,0.28663,0.1854,0.10123,0.01
1.21e-10,0,3.8234e-11,1,0.287,0.1854,0.1016,0.01
1.2399e-10,0,3.8298e-11,1,0.28737,0.1854,0.10197,0.01
1.2732e-10,0,3.857e-11,1,0.28774,0.1854,0.10234,0.01
1.3064e-10,0,3.8843e-11,1,0.28811,0.1854,0.10271,0.01
1.3397e-10,0,3.9115e-11,1,0.28848,0.1854,0.10308,0.01
1.373e-10,0,3.9387e-11,1,0.28885,0.1854,0.10345,0.01
1.4062e-10,0,3.966e-11,1,0.28922,0.1854,0.10382,0.01
1.4395e-10,0,3.9932e-11,1,0.28959,0.1854,0.10419,0.01
1.4728e-10,0,4.0204e-11,1,0.28997,0.1854,0.10457,0.01
1.5061e-10,0,4.0476e-11,1,0.29034,0.1854,0.10494,0.01
1.5393e-10,0,4.0749e-11,1,0.29071,0.1854,0.10531,0.01
1.5726e-10,0,4.1021e-11,1,0.29108,0.1854,0.10568,0.01
1.6059e-10,0,4.1293e-11,1,0.29145,0.1854,0.10605,0.01
1.6391e-10,0,4.1566e-11,1,0.29182,0.1854,0.10642,0.01
1.6724e-10,0,4.1838e-11,1,0.29219,0.1854,0.10679,0.01
1.7057e-10,0,4.211e-11,1,0.29256,0.1854,0.10716,0.01
1.739e-10,0,4.2383e-11,1,0.29293,0.1854,0.10753,0.01
1.7723e-10,0,4.2661e-11,1,0.2933,0.1854,0.1079,0.01
1.8061e-10,0,4.308e-11,1,0.29367,0.1854,0.10827,0.01
1.84e-10,0,4.3498e-11,1,0.29404,0.1854,0.10864,0.01
1.8739e-10,0,4.3917e-11,1,0.29442,0.1854,0.10902,0.01
1.9077e-10,0,4.4335e-11,1,0.29479,0.1854,0.10939,0.01
1.9416e-10,0,4.4754e-11,1,0.29516,0.1854,0.10976,0.01
1.9755e-10,0,4.5173e-11,1,0.29553,0.1854,0.11013,0.01
2.0094e-10,0,4.5591e-11,1,0.2959,0.1854,0.1105,0.01
2.0432e-10,0,4.601e-11,1,0.29627,0.1854,0.11087,0.01
2.0771e-10,0,4.6429e-11,1,0.29664,0.1854,0.11124,0.01
2.111e-10,0,4.6847e-11,1,0.29701,0.1854,0.11161,0.01
2.1449e-10,0,4.7266e-11,1,0.29738,0.1854,0.11198,0.01
2.1787e-10,0,4.7684e-11,1,0.29775,0.1854,0.11235,0.01
2.2126e-10,0,4.8103e-11,1,0.29812,0.1854,0.11272,0.01
2.2465e-10,0,4.8522e-11,1,0.29849,0.1854,0.11309,0.01
2.2803e-10,0,4.894e-11,1,0.29886,0.1854,0.11346,0.01
2.3142e-10,0,4.9359e-11,1,0.29924,0.1854,0.11384,0.01
2.3477e-10,0,4.985e-11,1,0.29961,0.1854,0.11421,0.01
2.3813e-10,0,5.0344e-11,1,0.29998,0.1854,0.11458,0.01
2.4148e-10,0,5.0838e-11,1,0.30035,0.1854,0.11495,0.01
2.4483e-10,0,5.1332e-11,1,0.30072,0.1854,0.11532,0.01
2.4818e-10,0,5.1825e-11,1,0.30109,0.1854,0.11569,0.01
2.5153e-10,0,5.2319e-11,1,0.30146,0.1854,0.11606,0.01
2.5488e-10,0,5.2813e-11,1,0.30183,0.1854,0.11643,0.01
2.5824e-10,0,5.3307e-11,1,0.3022,0.1854,0.1168,0.01
2.6159e-10,0,5.3801e-11,1,0.30257,0.1854,0.11717,0.01
2.6494e-10,0,5.4295e-11,1,0.30294,0.1854,0.11754,0.01
2.6829e-10,0,5.4789e-11,1,0.30331,0.1854,0.11791,0.01
2.7164e-10,0,5.5283e-11,1,0.30369,0.1854,0.11829,0.01
2.7499e-10,0,5.5777e-11,1,0.30406,0.1854,0.11866,0.01
2.7835e-10,0,5.6271e-11,1,0.30443,0.1854,0.11903,0.01
2.817e-10,0,5.6764e-11,1,0.3048,0.1854,0.1194,0.01
2.8505e-10,0,5.7258e-11,1,0.30517,0.1854,0.11977,0.01
2.8833e-10,0,5.7782e-11,1,0.30554,0.1854,0.12014,0.01
2.916e-10,0,5.8309e-11,1,0.30591,0.1854,0.12051,0.01
2.9487e-10,0,5.8837e-11,1,0.30628,0.1854,0.12088,0.01
2.9814e-10,0,5.9364e-11,1,0.30665,0.1854,0.12125,0.01
3.0142e-10,0,5.9892e-11,1,0.30702,0.1854,0.12162,0.01
3.0469e-10,0,6.0419e-11,1,0.30739,0.1854,0.12199,0.01
3.0796e-10,0,6.0947e-11,1,0.30776,0.1854,0.12236,0.01
3.1123e-10,0,6.1474e-11,1,0.30813,0.1854,0.12273,0.01
3.145e-10,0,6.2001e-11,1,0.30851,0.1854,0.12311,0.01
3.1777e-10,0,6.2529e-11,1,0.30888,0.1854,0.12348,0.01
3.2104e-10,0,6.3056e-11,1,0.30925,0.1854,0.12385,0.01
3.2432e-10,0,6.3584e-11,1,0.30962,0.1854,0.12422,0.01
3.2759e-10,0,6.4111e-11,1,0.30999,0.1854,0.12459,0.01
3.3086e-10,0,6.4639e-11,1,0.31036,0.1854,0.12496,0.01
3.3413e-10,0,6.5166e-11,1,0.31073,0.1854,0.12533,0.01
3.374e-10,0,6.5694e-11,1,0.3111,0.1854,0.1257,0.01
3.4058e-10,0,6.623e-11,1,0.31147,0.1854,0.12607,0.01
3.4375e-10,0,6.6769e-11,1,0.31184,0.1854,0.12644,0.01
3.4691e-10,0,6.7307e-11,1,0.31221,0.1854,0.12681,0.01
3.5007e-10,0,6.7846e-11,1,0.31258,0.1854,0.12718,0.01
3.5324e-10,0,6.8385e-11,1,0.31296,0.1854,0.12756,0.01
3.564e-10,0,6.8923e-11,1,0.31333,0.1854,0.12793,0.01
3.5956e-10,0,6.9462e-11,1,0.3137,0.1854,0.1283,0.01
3.6272e-10,0,7.0001e-11,1,0.31407,0.1854,0.12867,0.01
3.6589e-10,0,7.0539e-11,1,0.31444,0.1854,0.12904,0.01
3.6905e-10,0,7.1078e-11,1,0.31481,0.1854,0.12941,0.01
3.7221e-10,0,7.1616e-11,1,0.31518,0.1854,0.12978,0.01
3.7538e-10,0,7.2155e-11,1,0.31555,0.1854,0.13015,0.01
3.7854e-10,0,7.2694e-11,1,0.31592,0.1854,0.13052,0.01
3.817e-10,0,7.3232e-11,1,0.31629,0.1854,0.13089,0.01
3.8486e-10,0,7.3771e-11,1,0.31666,0.1854,0.13126,0.01
3.8803e-10,0,7.431e-11,1,0.31703,0.1854,0.13163,0.01
3.911e-10,0,7.4848e-11,1,0.3174,0.1854,0.132,0.01
3.9413e-10,0,7.5387e-11,1,0.31778,0.1854,0.13238,0.01
3.9716e-10,0,7.5925e-11,1,0.31815,0.1854,0.13275,0.01
4.002e-10,0,7.6463e-11,1,0.31852,0.1854,0.13312,0.01
4.0323e-10,0,7.7002e-11,1,0.31889,0.1854,0.13349,0.01
4.0627e-10,0,7.754e-11,1,0.31926,0.1854,0.13386,0.01
4.093e-10,0,7.8079e-11,1,0.31963,0.1854,0.13423,0.01
4.1234e-10,0,7.8617e-11,1,0.32,0.1854,0.1346,0.01
4.1537e-10,0,7.9156e-11,1,0.32037,0.1854,0.13497,0.01
4.184e-10,0,7.9694e-11,1,0.32074,0.1854,0.13534,0.01
4.2144e-10,0,8.0233e-11,1,0.32111,0.1854,0.13571,0.01
4.2447e-10,0,8.0771e-11,1,0.32148,0.1854,0.13608,0.01
4.2751e-10,0,8.1309e-11,1,0.32185,0.1854,0.13645,0.01
4.3054e-10,0,8.1848e-11,1,0.32223,0.1854,0.13683,0.01
4.3357e-10,0,8.2386e-11,1,0.3226,0.1854,0.1372,0.01
4.3661e-10,0,8.2925e-11,1,0.32297,0.1854,0.13757,0.01
4.3955e-10,0,8.346e-11,1,0.32334,0.1854,0.13794,0.01
4.4244e-10,0,8.3994e-11,1,0.32371,0.1854,0.13831,0.01
4.4534e-10,0,8.4527e-11,1,0.32408,0.1854,0.13868,0.01
4.4823e-10,0,8.5061e-11,1,0.32445,0.1854,0.13905,0.01
4.5112e-10,0,8.5595e-11,1,0.32482,0.1854,0.13942,0.01
4.5401e-10,0,8.6128e-11,1,0.32519,0.1854,0.13979,0.01
4.569e-10,0,8.6662e-11,1,0.32556,0.1854,0.14016,0.01
4.5979e-10,0,8.7195e-11,1,0.32593,0.1854,0.14053,0.01
4.6269e-10,0,8.7729e-11,1,0.3263,0.1854,0.1409,0.01
4.6558e-10,0,8.8263e-11,1,0.32667,0.1854,0.14127,0.01
4.6847e-10,0,8.8796e-11,1,0.32705,0.1854,0.14165,0.01
4.7136e-10,0,8.933e-11,1,0.32742,0.1854,0.14202,0.01
4.7425e-10,0,8.9864e-11,1,0.32779,0.1854,0.14239,0.01
4.7715e-10,0,9.0397e-11,1,0.32816,0.1854,0.14276,0.01
4.8004e-10,0,9.0931e-11,1,0.32853,0.1854,0.14313,0.01
4.8293e-10,0,9.1464e-11,1,0.3289,0.1854,0.1435,0.01
4.8574e-10,0,9.1996e-11,1,0.32927,0.1854,0.14387,0.01
4.8848e-10,0,9.2526e-11,1,0.32964,0.1854,0.14424,0.01
4.9123e-10,0,9.3055e-11,1,0.33001,0.1854,0.14461,0.01
4.9397e-10,0,9.3585e-11,1,0.33038,0.1854,0.14498,0.01
4.9671e-10,0,9.4115e-11,1,0.33075,0.1854,0.14535,0.01
4.9946e-10,0,9.4645e-11,1,0.33112,0.1854,0.14572,0.01
5.022e-10,0,9.5174e-11,1,0.3315,0.1854,0.1461,0.01
5.0495e-10,0,9.5704e-11,1,0.33187,0.1854,0.14647,0.01
5.0769e-10,0,9.6234e-11,1,0.33224,0.1854,0.14684,0.01
5.1043e-10,0,9.6764e-11,1,0.33261,0.1854,0.14721,0.01
5.1318e-10,0,9.7293e-11,1,0.33298,0.1854,0.14758,0.01
5.1592e-10,0,9.7823e-11,1,0.33335,0.1854,0.14795,0.01
5.1867e-10,0,9.8353e-11,1,0.33372,0.1854,0.14832,0.01
5.2141e-10,0,9.8882e-11,1,0.33409,0.1854,0.14869,0.01
5.2415e-10,0,9.9412e-11,1,0.33446,0.1854,0.14906,0.01
5.269e-10,0,9.9942e-11,1,0.33483,0.1854,0.14943,0.01
5.2957e-10,0,1.0047e-10,1,0.3352,0.1854,0.1498,0.01
5.3218e-10,0,1.0101e-10,1,0.33557,0.1854,0.15017,0.01
5.3478e-10,0,1.0154e-10,1,0.33594,0.1854,0.15054,0.01
5.3738e-10,0,1.0207e-10,1,0.33632,0.1854,0.15092,0.01
5.3999e-10,0,1.0261e-10,1,0.33669,0.1854,0.15129,0.01
5.4259e-10,0,1.0314e-10,1,0.33706,0.1854,0.15166,0.01
5.4519e-10,0,1.0367e-10,1,0.33743,0.1854,0.15203,0.01
5.478e-10,0,1.0421e-10,1,0.3378,0.1854,0.1524,0.01
5.504e-10,0,1.0474e-10,1,0.33817,0.1854,0.15277,0.01
5.53e-10,0,1.0527e-10,1,0.33854,0.1854,0.15314,0.01
5.5561e-10,0,1.0581e-10,1,0.33891,0.1854,0.15351,0.01
5.5821e-10,0,1.0634e-10,1,0.33928,0.1854,0.15388,0.01
5.6081e-10,0,1.0687e-10,1,0.33965,0.1854,0.15425,0.01
5.6342e-10,0,1.0741e-10,1,0.34002,0.1854,0.15462,0.01
5.6602e-10,0,1.0794e-10,1,0.34039,0.1854,0.15499,0.01
5.6862e-10,0,1.0847e-10,1,0.34077,0.1854,0.15537,0.01
5.7118e-10,0,1.0902e-10,1,0.34114,0.1854,0.15574,0.01
5.7368e-10,0,1.0957e-10,1,0.34151,0.1854,0.15611,0.01
5.7617e-10,0,1.1013e-10,1,0.34188,0.1854,0.15648,0.01
5.7866e-10,0,1.1068e-10,1,0.34225,0.1854,0.15685,0.01
5.8116e-10,0,1.1124e-10,1,0.34262,0.1854,0.15722,0.01
5.8365e-10,0,1.1179e-10,1,0.34299,0.1854,0.15759,0.01
5.8615e-10,0,1.1235e-10,1,0.34336,0.1854,0.15796,0.01
5.8864e-10,0,1.129e-10,1,0.34373,0.1854,0.15833,0.01
5.9113e-10,0,1.1346e-10,1,0.3441,0.1854,0.1587,0.01
5.9363e-10,0,1.1401e-10,1,0.34447,0.1854,0.15907,0.01
5.9612e-10,0,1.1457e-10,1,0.34484,0.1854,0.15944,0.01
5.9862e-10,0,1.1512e-10,1,0.34521,0.1854,0.15981,0.01
6.0111e-10,0,1.1568e-10,1,0.34559,0.1854,0.16019,0.01
6.036e-10,0,1.1623e-10,1,0.34596,0.1854,0.16056,0.01
6.061e-10,0,1.1679e-10,1,0.34633,0.1854,0.16093,0.01
6.0859e-10,0,1.1734e-10,1,0.3467,0.1854,0.1613,0.01
6.1108e-10,0,1.1792e-10,1,0.34707,0.1854,0.16167,0.01
6.1354e-10,0,1.1854e-10,1,0.34744,0.1854,0.16204,0.01
6.1601e-10,0,1.1915e-10,1,0.34781,0.1854,0.16241,0.01
6.1848e-10,0,1.1977e-10,1,0.34818,0.1854,0.16278,0.01
6.2094e-10,0,1.2039e-10,1,0.34855,0.1854,0.16315,0.01
6.2341e-10,0,1.21e-10,1,0.34892,0.1854,0.16352,0.01
6.2588e-10,0,1.2162e-10,1,0.34929,0.1854,0.16389,0.01
6.2835e-10,0,1.2224e-10,1,0.34966,0.1854,0.16426,0.01
6.3081e-10,0,1.2285e-10,1,0.35004,0.1854,0.16464,0.01
6.3328e-10,0,1.2347e-10,1,0.35041,0.1854,0.16501,0.01
6.3575e-10,0,1.2409e-10,1,0.35078,0.1854,0.16538,0.01
6.3822e-10,0,1.247e-10,1,0.35115,0.1854,0.16575,0.01
6.4068e-10,0,1.2532e-10,1,0.35152,0.1854,0.16612,0.01
6.4315e-10,0,1.2594e-10,1,0.35189,0.1854,0.16649,0.01
6.4562e-10,0,1.2655e-10,1,0.35226,0.1854,0.16686,0.01
6.4808e-10,0,1.2717e-10,1,0.35263,0.1854,0.16723,0.01
6.506e-10,0,1.2782e-10,1,0.353,0.1854,0.1676,0.01
6.5325e-10,0,1.2859e-10,1,0.35337,0.1854,0.16797,0.01
6.559e-10,0,1.2936e-10,1,0.35374,0.1854,0.16834,0.01
6.5855e-10,0,1.3013e-10,1,0.35411,0.1854,0.16871,0.01
6.612e-10,0,1.309e-10,1,0.35448,0.1854,0.16908,0.01
6.6385e-10,0,1.3167e-10,1,0.35486,0.1854,0.16946,0.01
6.665e-10,0,1.3244e-10,1,0.35523,0.1854,0.16983,0.01
6.6915e-10,0,1.3321e-10,1,0.3556,0.1854,0.1702,0.01
6.718e-10,0,1.3397e-10,1,0.35597,0.1854,0.17057,0.01
6.7445e-10,0,1.3474e-10,1,0.35634,0.1854,0.17094,0.01
6.771e-10,0,1.3551e-10,1,0.35671,0.1854,0.17131,0.01
6.7975e-10,0,1.3628e-10,1,0.35708,0.1854,0.17168,0.01
6.824e-10,0,1.3705e-10,1,0.35745,0.1854,0.17205,0.01
6.8505e-10,0,1.3782e-10,1,0.35782,0.1854,0.17242,0.01
6.8771e-10,0,1.3859e-10,1,0.35819,0.1854,0.17279,0.01
6.9036e-10,0,1.3936e-10,1,0.35856,0.1854,0.17316,0.01
6.9313e-10,0,1.4018e-10,1,0.35893,0.1854,0.17353,0.01
6.9654e-10,0,1.4133e-10,1,0.35931,0.1854,0.17391,0.01
6.9996e-10,0,1.4248e-10,1,0.35968,0.1854,0.17428,0.01
7.0337e-10,0,1.4363e-10,1,0.36005,0.1854,0.17465,0.01
7.0678e-10,0,1.4478e-10,1,0.36042,0.1854,0.17502,0.01
7.102e-10,0,1.4593e-10,1,0.36079,0.1854,0.17539,0.01
7.1361e-10,0,1.4707e-10,1,0.36116,0.1854,0.17576,0.01
7.1702e-10,0,1.4822e-10,1,0.36153,0.1854,0.17613,0.01
7.2044e-10,0,1.4937e-10,1,0.3619,0.1854,0.1765,0.01
7.2385e-10,0,1.5052e-10,1,0.36227,0.1854,0.17687,0.01
7.2726e-10,0,1.5167e-10,1,0.36264,0.1854,0.17724,0.01
7.3068e-10,0,1.5281e-10,1,0.36301,0.1854,0.17761,0.01
7.3409e-10,0,1.5396e-10,1,0.36338,0.1854,0.17798,0.01
7.375e-10,0,1.5511e-10,1,0.36375,0.1854,0.17835,0.01
7.4092e-10,0,1.5626e-10,1,0.36413,0.1854,0.17873,0.01
7.4433e-10,0,1.5741e-10,1,0.3645,0.1854,0.1791,0.01
7.4795e-10,4.5961e-12,1.5861e-10,1,0.36487,0.1854,0.17947,0.01
7.5401e-10,6.1975e-11,1.605e-10,1,0.36524,0.1854,0.17984,0.01
7.6006e-10,1.1935e-10,1.6239e-10,1,0.36561,0.1854,0.18021,0.01
7.6612e-10,1.7673e-10,1.6428e-10,1,0.36598,0.1854,0.18058,0.01
7.7217e-10,2.3411e-10,1.6617e-10,1,0.36635,0.1854,0.18095,0.01
7.7823e-10,2.9149e-10,1.6806e-10,1,0.36672,0.1854,0.18132,0.01
7.8428e-10,3.4887e-10,1.6995e-10,1,0.36709,0.1854,0.18169,0.01
7.9034e-10,4.0625e-10,1.7184e-10,1,0.36746,0.1854,0.18206,0.01
7.964e-10,4.6363e-10,1.7372e-10,1,0.36783,0.1854,0.18243,0.01
8.0245e-10,5.2101e-10,1.7561e-10,1,0.3682,0.1854,0.1828,0.01
8.0851e-10,5.7839e-10,1.775e-10,1,0.36858,0.1854,0.18318,0.01
8.1456e-10,6.3577e-10,1.7939e-10,1,0.36895,0.1854,0.18355,0.01
8.2062e-10,6.9315e-10,1.8128e-10,1,0.36932,0.1854,0.18392,0.01
8.2667e-10,7.5053e-10,1.8317e-10,1,0.36969,0.1854,0.18429,0.01
8.3273e-10,8.079e-10,1.8506e-10,1,0.37006,0.1854,0.18466,0.01
8.3878e-10,8.6528e-10,1.8694e-10,1,0.37043,0.1854,0.18503,0.01
8.4484e-10,9.2266e-10,1.8883e-10,1,0.3708,0.1854,0.1854,0.01
